DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO POBLADO;CATEGORIA;CODIGO DE UBIGEO Y CENTRO POBLADO;LONGITUD;LATITUD;ALTITUD;POBLACION;VIVIENDA;AGUA POR RED PUBLICA;ENERGIA ELECTRICA EN LA VIVIENDA;DESAGUE POR RED PUBLICA;VIA DE MAYOR USO;TRANSPORTE DE MAYOR USO;FRECUENCIA;TIEMPO EN MINUTOS HACIA LA CAPITAL DEL DISTRITO;DISTANCIA DEL CENTRO POBLADO HACIA LA CAPITAL DEL DISTRITO(KM);DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO POBLADO EDUCATIVO;DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO DE SALUD MAS CERCA;ALUMBRADO PUBLICO;TELEFONO PUBLICO;LOCAL COMUNAL;HOSTAL / ALBERGUE;ESTACION DE RADIO;INSTITUCION EDUCATIVA PRIMARIA;INSTITUCION EDUCATIVA SECUNDARIA;ESTABLECIMIENTO/ PUESTO DE SALUD;PUESTO POLICIAL;OFICINA DE CORREO;CABINA DE INTERNET;HELADAS /NEVADAS;GRANIZADAS;LLUVIAS;SEQUIAS;VENDAVALES (VIENTOS FUERTES);INUNDACIONES;DERRUMBES/DESLIZAMIENTOS;HUAYCOS / ALUDES/ALUVIONES;DESERTIFICACIONES;SALINIZACION DE LOS SUELOS;ACTIVIDAD VOLCANICA;SISMOS;TSUNAMI U OLEADAS ANOMALOS;OTROS FENOMENOS NAT.;DERRAME DE SUSTANCIAS O DESECHOS TOXICOS;FUGAS DE GASES TOXICOS;EXPLOSIONES;INCENDIOS Y QUEMAS;CRIANZA DE ANIMALES EN ZONAS URBANAS;INCREMENTO DE ZONAS INDUS. NO AUTORIZADAS;ZONAS AEREOPORTUARIAS;RELLENOS SANITARIOS;SUBVERSIONES Y/O CONFLICTOS SOCIALES;OTROS PELIGROS;UN LECHO DE RIO O QUEBRADA;UN CUARTEL MILITAR O POLICIAL;UNA VIA FERREA;LA EROSION DE RIOS EN LADERAS DE CERROS;BARRANCOS O PRECIPICIOS;OTROS;PISTAS Y VEREDAS EN LA MAYORI DE SUS CALLES Y/O MANZANAS;CANALES DE DRENAJE EN LAS CALLES PARA LA EVACUACION DE LAS AGUA;IDIOMA O LENGUA QUE SE HABLA CON MAYOR FRECUENCIA;UBIGEO;Departamento_1;Provincia_1;Distrito_1;Total_M;Total_F;Total_eess_n;Total_eess_c;Total_eess_r;ambito_descripcion;UBIGEO_1;DOMINIO;ESTRATO;MIEPERHO;INGHOG1D;GASHOG2D;NIVELSOCIAL;POBREZA;Departamento_2;Provincia_2;Distrito_2;anio;etapa;Enf_infecc;Obesidad_Hiperalim;Inf_resperatorias;Enf_Bucales;Enf_Esofago_Estomago;Dorsopatias;Enf_Urinarias;Transtornos_maternos;Enf_digestivas;Sintoma_gen;TOTAL_SINIESTROS
ANCASH;RECUAY;PARARIN;PARARIN;;217080001;-77.65447797;-10.05001164;3401.5;350;150;no;si;no;;;;0;;0.08;9.39;si;no;si;no;no;si;si;si;no;no;no;si;si;si;si;;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;si;no;no;no;quechua;21708;ANCASH;RECUAY;PARARIN;92;90;98;7479;523;Minsa;;;;;;;;;ANCASH;RECUAY;PARARIN;2023;2;2;2;7;4;2;1;0;3;2;4;17
APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;UMAMARCA;pueblo;302170001;-73.56571292;-14.05285801;3408.8;230;400;si;si;si;;;;0;;;;si;si;si;si;si;si;si;si;no;no;no;si;si;si;no sabe;si;no;si;no;si;si;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;30217;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;92;92;253;12616;755;Minsa;;;;;;;;;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;2023;5;7;2;10;9;5;2;2;0;5;4;10
APURIMAC;GRAU;MAMARA;MAMARA;;307050001;-72.59083055;-14.22860111;3618.5;650;100;si;si;si;;;;0;;;1.03;si;si;si;si;no;si;si;si;si;no;no;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;;no;no;no;quechua;30705;APURIMAC;GRAU;MAMARA;85;88;101;4902;706;Minsa;;;;;;;;;APURIMAC;GRAU;MAMARA;2023;1;6;0;7;6;0;0;3;0;6;4;2
AREQUIPA;AREQUIPA;POCSI;POCSI;;401130001;-71.38980172;-16.5177532;3045;150;200;si;si;si;;;;0;;11.3;0.04;si;no;si;no;no;si;no;si;no;no;no;no;no;si;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;si;no;castellano;40113;AREQUIPA;AREQUIPA;POCSI;80;85;42;1601;128;Minsa;;;;;;;;;AREQUIPA;AREQUIPA;POCSI;2023;1;4;1;6;4;0;0;0;0;4;2;3
AREQUIPA;CARAVELI;CHAPARRA;ACHANIZO;;403080001;;-15.86564017;20.6;4200;1000;no;si;no;;;;0;;0.58;;si;si;si;no;si;si;no;no;no;no;si;no;no;no;si;si;no;no;no;no;no;no;si;no;no;no;no;no;no;si;si;no;no;no;no;si;si;no;no;no;no;si;no;castellano;40308;AREQUIPA;CARAVELI;CHAPARRA;96;96;985;8952;1319;Minsa;;;;;;;;;AREQUIPA;CARAVELI;CHAPARRA;2023;5;4;2;5;5;4;3;4;0;5;4;17
AREQUIPA;CARAVELI;LOMAS;;;403100001;-74.44317922;-15.47839367;270.9;2500;970;si;si;si;;;;0;;0.14;0.49;si;si;si;no;no;si;si;si;si;no;si;no;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;no;si;no;si;no;castellano;40310;AREQUIPA;CARAVELI;LOMAS;86;90;263;3290;463;Minsa;;;;;;;;;AREQUIPA;CARAVELI;LOMAS;2023;4;2;2;7;1;4;2;2;1;2;2;7
AREQUIPA;CONDESUYOS;CHICHAS;CHICHAS;;406040001;-72.91853;-15.54773;2173.9;250;130;no;si;si;;;;0;;0.02;7.35;si;no;si;si;si;si;;si;si;no;no;si;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;no;no;no;no;no;si;si;quechua;40604;AREQUIPA;CONDESUYOS;CHICHAS;84;85;145;4537;238;Minsa;;;;;;;;;AREQUIPA;CONDESUYOS;CHICHAS;2023;2;5;1;6;3;2;1;0;0;2;2;7
AREQUIPA;LA UNION;CHARCANA;CHARCANA;;408030001;-73.07059575;-15.24056948;3431.5;300;200;si;si;si;;;;0;;0.14;;si;no;si;no;no;si;no;no;no;no;no;no;no;si;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;castellano;40803;AREQUIPA;LA UNION;CHARCANA;88;88;201;4738;315;Minsa;;;;;;;;;AREQUIPA;LA UNION;CHARCANA;2023;4;2;2;9;8;4;4;2;2;6;6;4
AYACUCHO;HUAMANGA;TAMBILLO;TAMBILLO;pueblo;501130001;-74.11056941;-13.19476938;3110.7;80;60;si;si;si;;;;0;;0.07;16.71;si;no;si;si;no;si;si;no;no;no;no;no;si;si;no;si;si;si;si;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;no;;no;si;si;no;si;no;quechua;50113;AYACUCHO;HUAMANGA;TAMBILLO;96;96;778;34790;3851;Minsa;;;;;;;;;AYACUCHO;HUAMANGA;TAMBILLO;2023;2;7;2;9;9;4;2;3;3;2;3;1
AYACUCHO;LUCANAS;CARMEN SALCEDO;ANDAMARCA;;506040001;-73.96197561;-14.38780564;3478.1;1500;1000;si;si;si;;;;;;0.86;0.17;si;no;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;si;no;no;no;no;si;no;no sabe;no;no;no;no;no;no;no;no;no;no sabe;si;si;no;no;si;no sabe;no;si;quechua;50604;AYACUCHO;LUCANAS;CARMEN SALCEDO;95;90;679;15285;517;Minsa;;;;;;;;;AYACUCHO;LUCANAS;CARMEN SALCEDO;2023;4;9;2;9;14;3;2;3;3;6;10;1
AYACUCHO;VILCAS HUAMAN;SAURAMA;SAURAMA;;511070001;-73.75941223;-13.69564518;3574.1;380;350;no;no;no;;;;0;;0.12;0.19;si;no;si;no;no;si;si;si;no;si;si;si;si;si;no;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;no;no;quechua;51107;AYACUCHO;VILCAS HUAMAN;SAURAMA;89;88;99;4676;314;Minsa;;;;;;;;;AYACUCHO;VILCAS HUAMAN;SAURAMA;2023;5;4;2;10;4;5;2;2;0;1;4;3
CAJAMARCA;CAJABAMBA;SITACOCHA;LLUCHUBAMBA;;602040001;-77.96955048;-7.519572098;3209.1;500;800;si;si;si;;;;0;;0.09;0.36;si;no;no;no;no;si;no;si;no;no;no;no;no;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;;castellano;60204;CAJAMARCA;CAJABAMBA;SITACOCHA;96;96;1003;55177;7923;Minsa;;;;;;;;;CAJAMARCA;CAJABAMBA;SITACOCHA;2023;2;4;2;9;9;5;2;2;3;6;6;1
CAJAMARCA;CHOTA;MIRACOSTA;MIRACOSTA;;604120001;-79.28363151;-6.404524062;2983.4;200;120;si;si;si;;;;0;;0.03;0.16;si;no;si;si;si;si;si;si;si;no;no;si;si;si;si;si;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;si;no;castellano;60412;CAJAMARCA;CHOTA;MIRACOSTA;93;94;393;19787;1819;Minsa;;;;;;;;;CAJAMARCA;CHOTA;MIRACOSTA;2023;5;4;2;8;7;6;2;2;0;6;5;1
CAJAMARCA;CUTERVO;CHOROS;CHOROS;;606030001;-78.69387421;-5.900096727;473.6;500;200;si;si;si;;;;0;;0.07;0.45;;no;si;si;no;si;si;si;si;no;si;no;no;si;no;si;no;si;si;si;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;60603;CAJAMARCA;CUTERVO;CHOROS;95;95;259;31085;2254;Minsa;;;;;;;;;CAJAMARCA;CUTERVO;CHOROS;2023;4;8;2;8;11;4;3;4;3;6;9;2
CAJAMARCA;CUTERVO;TORIBIO CASANOVA;LA SACILIA;;606150001;-78.69841358;-6.004042124;1463.8;;130;si;si;si;;;;0;;0.01;0.96;si;si;si;si;si;si;si;si;si;si;si;si;no;si;si;no;si;si;no;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;si;si;no;si;no;no;si;no;castellano;60615;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;91;91;96;16814;1312;Minsa;;;;;;;;;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;2023;3;4;2;8;7;2;1;3;2;6;5;1
CAJAMARCA;JAEN;LAS PIRIAS;LAS PIRIAS;;608060001;-78.85283191;-5.627353163;1620;700;300;si;si;si;;;;0;;0.18;18.25;si;no;no;no;no;si;si;si;si;no;no;no;no;si;si;si;no;no;si;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;si;no;no;no;no;no;no;no;;60806;CAJAMARCA;JAEN;LAS PIRIAS;96;96;334;19353;2511;Minsa;;;;;;;;;CAJAMARCA;JAEN;LAS PIRIAS;2023;4;8;2;10;7;6;2;6;4;4;7;18
CAJAMARCA;SAN MIGUEL;BOLIVAR;BOLIVAR;;611020001;-79.17795433;-6.97685223;940.1;500;250;no;si;no;;;;0;;0.06;0.24;si;si;si;no;no;si;si;si;si;no;no;no;no;no;si;si;no;no;no;si;no;;no;no;no;no;no;no;si;si;no;no;si;no;no;si;si;no;si;si;no;si;si;castellano;61102;CAJAMARCA;SAN MIGUEL;BOLIVAR;88;89;132;6069;1502;Minsa;;;;;;;;;CAJAMARCA;SAN MIGUEL;BOLIVAR;2023;3;5;1;8;6;3;4;2;3;2;4;8
CUSCO;CUSCO;POROY;POROY;;801030001;;-13.58476959;3674.7;550;126;si;si;si;;;;0;;0.03;0.12;no;no;no;no;no;si;no;no;no;no;no;si;si;si;no;si;no;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;si;no;si;no;quechua;80103;CUSCO;CUSCO;POROY;96;96;1536;23116;2990;Minsa;;;;;;;;;CUSCO;CUSCO;POROY;2023;2;2;2;9;7;4;3;1;1;2;2;1
CUSCO;CALCA;SAN SALVADOR;SAN SALVADOR;;804060001;-71.77861665;-13.49195997;3011.5;520;500;si;si;si;;;;0;;0.16;0.21;no;si;no;si;si;si;si;si;si;no;no;si;si;si;si;si;si;si;si;no;no;no;;no;no;no;no;no;no;si;no;no;no;si;no;si;no;no;si;no;no;si;si;quechua;80406;CUSCO;CALCA;SAN SALVADOR;96;96;750;29223;2229;Minsa;;;;;;;;;CUSCO;CALCA;SAN SALVADOR;2023;2;7;2;8;10;5;1;2;1;4;7;20
CUSCO;LA CONVENCION;INKAWASI;AMAYBAMBA;;809110001;-73.265475;-13.289915;1770.5;850;285;si;si;si;;;;0;;0.47;36.67;si;si;no;si;si;si;si;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;si;castellano;80911;CUSCO;LA CONVENCION;INKAWASI;96;96;631;24058;3336;Minsa;;;;;;;;;CUSCO;LA CONVENCION;INKAWASI;2023;2;9;1;9;11;4;2;2;3;3;3;6
HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;CHUPAMARCA;;904050001;-75.60846254;-13.03714252;3432.8;120;300;si;si;si;;;;0;;;0.04;si;si;si;no;no;si;si;si;si;no;no;si;si;si;no;no;no;si;no;no;no;no;si;no;;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;90405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;87;89;96;5872;561;Minsa;;;;;;;;;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;2023;5;2;2;6;11;4;2;3;0;2;4;1
HUANUCO;DOS DE MAYO;LA UNION;LA UNION;;1003010001;-76.80350834;-9.837694752;3274.9;4000;1000;si;si;si;;;;0;;7.17;1.27;si;no;no;no;no;si;si;si;no;no;;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;no;no;no;si;no;castellano;100301;HUANUCO;DOS DE MAYO;LA UNION;155;165;5152;90764;5844;EsSalud;;;;;;;;;HUANUCO;DOS DE MAYO;LA UNION;2023;3;5;2;9;9;5;5;2;6;4;9;2
HUANUCO;HUAMALIES;PUNCHAO;PUNCHAO;;1005080001;-76.81976603;-9.462129137;3559.9;1250;325;;no;si;;;;0;;0.12;0.33;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;100508;HUANUCO;HUAMALIES;PUNCHAO;93;95;185;16711;489;Minsa;;;;;;;;;HUANUCO;HUAMALIES;PUNCHAO;2023;4;6;1;8;11;3;2;2;3;4;6;8
HUANUCO;LAURICOCHA;SAN FRANCISCO DE ASIS;HUARIN;;1010060001;-76.67702753;-9.976364856;3457.3;280;160;no;no;no;;;;0;;0.08;6.01;si;no;no;no;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;;no;no;no;no;no;no;si;si;no;no;no;no;no;no;si;no;no;si;no;no;no;castellano;101006;HUANUCO;LAURICOCHA;SAN FRANCISCO DE ASIS;92;94;210;11385;670;Minsa;;;;;;;;;HUANUCO;LAURICOCHA;SAN FRANCISCO DE ASIS;2023;5;4;2;8;10;5;3;2;0;5;7;5
JUNIN;HUANCAYO;CHUPURO;CHUPURO;;1201110001;-75.24549296;-12.15564147;3196.8;310;290;no;no;no;;;;0;;0.04;;si;si;si;si;no;si;si;si;no;no;si;si;si;si;si;no;si;no;no;no;no;no;si;no;no;no;;si;si;si;no;no;no;si;no sabe;si;si;no;si;si;no sabe;no;no;castellano;120111;JUNIN;HUANCAYO;CHUPURO;95;96;541;13243;811;Minsa;;;;;;;;;JUNIN;HUANCAYO;CHUPURO;2023;2;5;2;6;4;3;1;1;2;3;3;6
JUNIN;HUANCAYO;QUICHUAY;QUICHUAY;;1201270001;-75.28618667;-11.88971585;3429.8;500;300;si;si;si;;;;0;;0.11;0.12;si;si;si;si;no;si;no;si;no;no;si;si;si;;si;si;no;si;no;si;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;no;no;si;si;castellano;120127;JUNIN;HUANCAYO;QUICHUAY;91;92;351;5847;621;Minsa;;;;;;;;;JUNIN;HUANCAYO;QUICHUAY;2023;3;1;1;9;2;1;3;2;3;3;3;10
JUNIN;HUANCAYO;VIQUES;VIQUES;;1201360001;-75.23203333;-12.15958333;3200.4;3600;600;si;si;no;;;;0;;0.14;2.52;si;si;si;si;no;;si;si;si;no;si;no;no;si;no;si;no;no;no;no sabe;no sabe;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;no;castellano;120136;JUNIN;HUANCAYO;VIQUES;96;95;545;10630;826;Minsa;;;;;;;;;JUNIN;HUANCAYO;VIQUES;2023;2;2;0;6;4;3;0;1;0;2;4;1
JUNIN;CHUPACA;SAN JUAN DE JARPA;JARPA;;1209070001;-75.43563519;-12.12638951;3691.8;700;500;no;si;no;;;;0;;0.65;8.89;si;si;si;si;no;si;si;si;no;no;si;si;si;si;si;si;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;;si;no;no;castellano;120907;JUNIN;CHUPACA;SAN JUAN DE JARPA;93;93;357;15103;428;Minsa;;;;;;;;;JUNIN;CHUPACA;SAN JUAN DE JARPA;2023;5;4;2;9;10;4;3;3;0;4;5;2
LA LIBERTAD;BOLIVAR;LONGOTEA;LONGOTEA;pueblo;1303040001;-77.87217167;-7.043736667;2617.4;80;40;si;si;si;;;;0;;;;si;no;si;no;no;si;si;si;si;no;no;no;no;si;;si;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;si;no;no;no;castellano;130304;LA LIBERTAD;BOLIVAR;LONGOTEA;95;96;442;15050;1852;Minsa;;;;;;;;;LA LIBERTAD;BOLIVAR;LONGOTEA;2023;3;5;3;8;10;3;2;3;5;3;3;2
LA LIBERTAD;PATAZ;PARCOY;;;1308070001;-76.98282423;-8.207902867;1353.2;120;40;no;si;no;;;;0;;0.02;0.06;no;no;si;no;no;si;si;si;no;no;no;no;no;si;no;si;no;si;si;si;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;si;si;no;no;no;castellano;130807;LA LIBERTAD;PATAZ;PARCOY;96;96;3943;59999;6397;Minsa;;;;;;;;;LA LIBERTAD;PATAZ;PARCOY;2023;3;9;2;6;11;7;3;5;6;6;8;2
LA LIBERTAD;PATAZ;URPAY;URPAY;;1308130001;-77.38952211;-8.347849225;2707;200;200;si;si;si;;;;0;;0.21;0.15;si;si;si;si;no;si;si;si;no;no;si;si;si;si;si;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;si;si;no;;si;castellano;130813;LA LIBERTAD;PATAZ;URPAY;96;96;455;13328;2471;Minsa;;;;;;;;;LA LIBERTAD;PATAZ;URPAY;2023;1;5;0;9;5;3;0;2;0;3;4;5
LA LIBERTAD;GRAN CHIMU;LUCMA;LUCMA;;1311020001;-78.55235684;-7.640690206;2192.2;800;277;si;si;si;;;;0;;0.04;0.1;si;si;si;si;no;si;si;si;si;no;no;no;no;si;si;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;131102;LA LIBERTAD;GRAN CHIMU;LUCMA;96;96;989;44077;5786;Minsa;;;;;;;;;LA LIBERTAD;GRAN CHIMU;LUCMA;2023;5;3;2;6;8;5;2;2;0;7;9;6
LIMA;HUARAL;SAN MIGUEL DE ACOS;ACOS;;1506090001;-76.82192531;-11.2737621;1590.7;500;120;si;si;si;;;;0;;;;si;si;si;si;no;si;si;si;si;no;no;si;no;no;no;si;no;si;no;no;no;no;si;;no;no;no;no;no;no;no;no;no;no;no;si;si;no;si;si;no;si;no;castellano;150609;LIMA;HUARAL;SAN MIGUEL DE ACOS;89;91;203;5782;369;Minsa;;;;;;;;;LIMA;HUARAL;SAN MIGUEL DE ACOS;2023;5;3;2;7;8;6;4;3;0;7;7;41
LIMA;OYON;COCHAMARCA;COCHAMARCA;;1509040001;-77.12891522;-10.86339595;3491.6;800;140;si;si;si;;;;0;;;0.05;si;no;si;no;no;si;si;si;no;no;no;no;no;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;;no;no;no;no;no;si;castellano;150904;LIMA;OYON;COCHAMARCA;91;92;290;9495;1228;Minsa;;;;;;;;;LIMA;OYON;COCHAMARCA;2023;5;4;4;8;2;4;2;2;0;3;2;2
LIMA;YAUYOS;HUANGASCAR;HUANGASCAR;pueblo;1510150001;-75.83183524;-12.89937035;2528.7;400;250;si;si;si;;;;0;;;0.18;si;si;si;si;si;si;si;si;si;no;si;no;no;no;si;no;no;no;no;;si;no;si;no;no;si;no;no;si;si;no;no;si;no;no;si;no;no;si;si;no;no;si;castellano;151015;LIMA;YAUYOS;HUANGASCAR;86;86;87;2127;292;Minsa;;;;;;;;;LIMA;YAUYOS;HUANGASCAR;2023;4;1;1;8;2;4;2;2;0;2;4;14
LIMA;YAUYOS;TAURIPAMPA;TAURIPAMPA;pueblo;1510290001;-76.16195548;-12.61725106;3525.5;300;120;si;si;no;;;;0;;0.06;0.06;si;si;si;si;no;;si;si;no;no;no;si;si;si;si;si;no;no;no;si;si;no;no;no;no;no;no;no;no;si;no;no;si;no;no;si;no;no;no;no;no;si;si;castellano;151029;LIMA;YAUYOS;TAURIPAMPA;78;72;25;1717;132;Minsa;;;;;;;;;LIMA;YAUYOS;TAURIPAMPA;2023;3;2;2;7;5;3;2;2;0;4;4;8
PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;GOYLLARISQUIZGA;;1902030001;-76.40837072;-10.47305868;4202.2;500;120;si;si;no;;;;0;;0.11;0.11;si;no;si;si;si;;si;si;no;no;no;si;si;si;si;si;no;si;no;no;si;no;si;no;no;no;si;no;si;si;no;no;si;si;no;si;no;no;si;si;no;no;no;castellano;190203;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;76;87;163;4282;260;Minsa;;;;;;;;;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;2023;5;4;1;6;1;2;2;1;0;2;7;1
PIURA;PAITA;AMOTAPE;AMOTAPE;;2005020001;-81.01521077;-4.881920788;22.9;2000;600;si;si;si;;;;0;;0.14;0.45;si;no;si;no;no;si;no;si;no;no;si;no;no;si;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;si;no;castellano;200502;PIURA;PAITA;AMOTAPE;95;96;731;8573;1877;Minsa;;;;;;;;;PIURA;PAITA;AMOTAPE;2023;2;5;1;7;0;3;0;4;1;3;4;13
PUNO;CARABAYA;SAN GABAN;LANLACUNI BAJO;;2103090001;-70.40278667;-13.43818667;641.1;3000;750;si;si;si;;;;0;;0.07;0.19;si;si;si;si;si;si;si;si;no;si;no;no;si;si;no;si;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;si;quechua;210309;PUNO;CARABAYA;SAN GABAN;96;96;2521;49991;2541;Minsa;;;;;;;;;PUNO;CARABAYA;SAN GABAN;2023;4;12;4;12;12;5;4;6;4;5;9;1
PUNO;HUANCANE;PUSI;PUSI;;2106050001;-69.92967519;-15.44186052;3850.8;500;300;si;si;no;;;;0;;;0.34;si;no;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;si;aymara;210605;PUNO;HUANCANE;PUSI;96;96;475;12207;913;Minsa;;;;;;;;;PUNO;HUANCANE;PUSI;2023;2;2;2;4;7;1;0;0;1;1;1;1
PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;QUILCAPUNCU;;2110040001;-69.73040823;-14.89355124;3927.7;2500;635;si;si;si;;;;0;;0.45;6.85;si;no;si;si;si;si;si;si;no;no;no;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;;no;no;si;no;no;no;no;no;si;si;quechua;211004;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;94;96;323;16812;1461;Minsa;;;;;;;;;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;2023;3;3;4;6;11;2;2;3;2;2;3;1
PUNO;SAN ROMAN;CABANA;CABANA;;2111020001;-70.32196075;-15.64912958;3911.6;1200;400;no;si;si;;;;0;;0.23;5;si;si;no;no;no;si;si;si;no;no;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;;si;no;no;si;no;si;no;no;no;no;no;no;no;castellano;211102;PUNO;SAN ROMAN;CABANA;94;96;655;20451;2143;Minsa;;;;;;;;;PUNO;SAN ROMAN;CABANA;2023;5;3;4;7;9;6;2;5;0;4;7;2
PUNO;YUNGUYO;CUTURAPI;SAN JUAN DE CUTURAPI;;2113040001;-69.17700396;-16.27048044;3861;500;300;si;si;si;;;;0;;0.15;0.3;si;no;si;no;no;si;si;no;no;no;no;si;;si;si;si;no;no;no;no sabe;no sabe;no;no;no;no sabe;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;aymara;211304;PUNO;YUNGUYO;CUTURAPI;87;87;104;4586;443;Minsa;;;;;;;;;PUNO;YUNGUYO;CUTURAPI;2023;2;2;0;3;9;1;0;1;0;0;4;3
SAN MARTIN;PICOTA;PUCACACA;PUCACACA;;2207050001;-76.34103802;-6.84895723;227.7;1024;197;no;si;si;;;;0;;0.05;0.64;si;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;si;no;no;no;no;no;no;si;castellano;220705;SAN MARTIN;PICOTA;PUCACACA;96;95;472;11393;1219;Minsa;;;;;;;;;SAN MARTIN;PICOTA;PUCACACA;2023;4;7;2;10;4;3;2;2;1;3;6;1
SAN MARTIN;PICOTA;TINGO DE PONASA;TINGO DE PONASA;;2207090001;-76.25389046;-6.936218101;244;250;2500;si;si;si;;;;0;;0.09;2.59;si;si;no;si;no;si;si;si;no;no;no;no;no;si;si;si;si;no;no;no;no;no;si;no;no;;no;no;no;si;no;no;no;no;si;si;no;no;si;no;no;no;si;castellano;220709;SAN MARTIN;PICOTA;TINGO DE PONASA;96;96;1133;16897;1562;Minsa;;;;;;;;;SAN MARTIN;PICOTA;TINGO DE PONASA;2023;2;6;2;8;4;3;2;5;4;3;6;1
AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;MOLINOPAMPA;;101140001;-77.66908997;-6.20921625;2405.4;450;230;no;si;si;;;;0;;0.04;16.85;si;si;si;si;si;si;si;si;si;no;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;si;no;no;no;castellano;10114;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;94;93;389;13726;1045;Minsa;10114;4;6;2;32706.36597;22298.25626;C;3;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2023;5;5;0;10;5;4;6;2;0;5;4;1
