DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO POBLADO;CATEGORIA;CODIGO DE UBIGEO Y CENTRO POBLADO;LONGITUD;LATITUD;ALTITUD;POBLACION;VIVIENDA;AGUA POR RED PUBLICA;ENERGIA ELECTRICA EN LA VIVIENDA;DESAGUE POR RED PUBLICA;VIA DE MAYOR USO;TRANSPORTE DE MAYOR USO;FRECUENCIA;TIEMPO EN MINUTOS HACIA LA CAPITAL DEL DISTRITO;DISTANCIA DEL CENTRO POBLADO HACIA LA CAPITAL DEL DISTRITO(KM);DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO POBLADO EDUCATIVO;DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO DE SALUD MAS CERCA;ALUMBRADO PUBLICO;TELEFONO PUBLICO;LOCAL COMUNAL;HOSTAL / ALBERGUE;ESTACION DE RADIO;INSTITUCION EDUCATIVA PRIMARIA;INSTITUCION EDUCATIVA SECUNDARIA;ESTABLECIMIENTO/ PUESTO DE SALUD;PUESTO POLICIAL;OFICINA DE CORREO;CABINA DE INTERNET;HELADAS /NEVADAS;GRANIZADAS;LLUVIAS;SEQUIAS;VENDAVALES (VIENTOS FUERTES);INUNDACIONES;DERRUMBES/DESLIZAMIENTOS;HUAYCOS / ALUDES/ALUVIONES;DESERTIFICACIONES;SALINIZACION DE LOS SUELOS;ACTIVIDAD VOLCANICA;SISMOS;TSUNAMI U OLEADAS ANOMALOS;OTROS FENOMENOS NAT.;DERRAME DE SUSTANCIAS O DESECHOS TOXICOS;FUGAS DE GASES TOXICOS;EXPLOSIONES;INCENDIOS Y QUEMAS;CRIANZA DE ANIMALES EN ZONAS URBANAS;INCREMENTO DE ZONAS INDUS. NO AUTORIZADAS;ZONAS AEREOPORTUARIAS;RELLENOS SANITARIOS;SUBVERSIONES Y/O CONFLICTOS SOCIALES;OTROS PELIGROS;UN LECHO DE RIO O QUEBRADA;UN CUARTEL MILITAR O POLICIAL;UNA VIA FERREA;LA EROSION DE RIOS EN LADERAS DE CERROS;BARRANCOS O PRECIPICIOS;OTROS;PISTAS Y VEREDAS EN LA MAYORI DE SUS CALLES Y/O MANZANAS;CANALES DE DRENAJE EN LAS CALLES PARA LA EVACUACION DE LAS AGUA;IDIOMA O LENGUA QUE SE HABLA CON MAYOR FRECUENCIA;UBIGEO;Departamento_1;Provincia_1;Distrito_1;Total_M;Total_F;Total_eess_n;Total_eess_c;Total_eess_r;ambito_descripcion;UBIGEO_1;DOMINIO;ESTRATO;MIEPERHO;INGHOG1D;GASHOG2D;NIVELSOCIAL;POBREZA;Departamento_2;Provincia_2;Distrito_2;anio;etapa;Enf_infecc;Obesidad_Hiperalim;Inf_resperatorias;Enf_Bucales;Enf_Esofago_Estomago;Dorsopatias;Enf_Urinarias;Transtornos_maternos;Enf_digestivas;Sintoma_gen;TOTAL_SINIESTROS
AREQUIPA;CASTILLA;CHILCAYMARCA;CHILCAYMARCA;;404050001;-72.37662932;-15.28615471;3866.6;300;300;no;si;si;;;;0;;0.14;0.12;si;no;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;si;si;si;no;no;no;no;no;si;si;si;no;no;no;no;no;no;no;si;no;no;si;;no;no;no;castellano;40405;AREQUIPA;CASTILLA;CHILCAYMARCA;88;88;272;4005;349;Minsa;;;;;;;;;AREQUIPA;CASTILLA;CHILCAYMARCA;2023;5;2;2;6;7;6;2;2;0;2;4;2
AREQUIPA;CAYLLOMA;CAYLLOMA;CAYLLOMA;;405050001;-71.77333674;-15.18896313;4360.8;4040;803;si;si;si;;;;0;;0.03;0.11;si;si;si;no;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;no;si;no;no;;no;no;no;si;no;no;no;no;no sabe;si;no;no;no;si;no sabe;si;si;quechua;40505;AREQUIPA;CAYLLOMA;CAYLLOMA;90;91;832;14124;3244;Minsa;;;;;;;;;AREQUIPA;CAYLLOMA;CAYLLOMA;2023;5;4;2;8;4;5;4;2;0;5;5;17
AREQUIPA;CONDESUYOS;IRAY;IRAY;;406050001;-72.63002175;-15.85370123;2589.8;750;510;si;si;si;;;;0;;0.54;1.01;si;si;si;no;no;;si;si;si;no;no;no;no;si;no;si;no;si;si;no;no;no;si;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;si;no;no;no;no;castellano;40605;AREQUIPA;CONDESUYOS;IRAY;85;85;66;2034;276;Minsa;;;;;;;;;AREQUIPA;CONDESUYOS;IRAY;2023;5;3;2;6;4;4;2;3;0;2;4;4
AREQUIPA;LA UNION;HUAYNACOTAS;TAURISMA;;408040001;-72.84971445;-15.17473665;2612.3;86;48;no;si;;;;;0;;0.06;0.11;si;si;si;si;no;si;si;si;si;no;no;si;si;si;si;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;si;castellano;40804;AREQUIPA;LA UNION;HUAYNACOTAS;94;92;425;13563;794;Minsa;;;;;;;;;AREQUIPA;LA UNION;HUAYNACOTAS;2023;4;3;3;9;10;6;3;4;2;8;6;14
AREQUIPA;LA UNION;TORO;TORO;;408110001;;-15.173225;2643.8;200;150;si;si;si;;;;0;;0.04;0.06;si;si;si;si;no;si;si;si;no;no;no;si;no;si;si;si;si;si;si;no;no;no;no sabe;no;no;no;no;no;no;si;si;no;no;no;no;no;no;no;si;si;no;si;si;castellano;40811;AREQUIPA;LA UNION;TORO;78;78;115;3221;202;Minsa;;;;;;;;;AREQUIPA;LA UNION;TORO;2023;4;4;2;10;6;3;2;3;1;4;6;3
AYACUCHO;HUANCA SANCOS;CARAPO;CARAPO;;503020001;-74.31552583;-13.83739194;3245.8;125;328;si;si;si;;;;0;;0.02;0.26;si;no;si;no;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;50302;AYACUCHO;HUANCA SANCOS;CARAPO;92;92;353;12839;1413;Minsa;;;;;;;;;AYACUCHO;HUANCA SANCOS;CARAPO;2023;4;6;2;12;9;5;2;3;3;5;6;4
AYACUCHO;SUCRE;CHILCAYOC;CHILCAYOC;;509040001;-73.72729975;-13.88319123;3404.4;150;200;si;si;si;;;;0;;0.16;0.4;si;no;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;si;si;si;no;;no;no;no;si;no;no;no;si;no;no;si;no;no;no;no;no;no;si;no;no;no;quechua;50904;AYACUCHO;SUCRE;CHILCAYOC;92;91;58;5349;401;Minsa;;;;;;;;;AYACUCHO;SUCRE;CHILCAYOC;2023;4;7;2;8;6;7;3;4;3;5;5;16
AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;SAN SALVADOR DE QUIJE;;509090001;-73.734802;-13.96821762;3221.8;220;120;no;si;si;;;;0;;0.03;0.23;si;no;no;no;no;si;si;si;no;no;no;no;si;no;si;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;no;no;quechua;50909;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;89;92;28;6709;385;Minsa;;;;;;;;;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;2023;5;5;2;8;3;5;3;2;0;2;2;12
AYACUCHO;SUCRE;SORAS;SORAS;;509110001;-73.60443951;-14.11444211;3432.3;1350;450;si;si;si;;;;0;;0.16;;si;si;si;si;si;si;si;si;si;si;si;si;si;si;;no;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;si;no;si;si;quechua;50911;AYACUCHO;SUCRE;SORAS;92;88;357;9756;553;Minsa;;;;;;;;;AYACUCHO;SUCRE;SORAS;2023;2;3;0;6;4;2;2;1;1;4;2;9
CAJAMARCA;CHOTA;CHOROPAMPA;CHOROPAMPA;pueblo;604060001;-78.41202369;-6.371177912;2215.1;300;200;no;si;si;;;;0;;0.17;0.04;si;si;si;si;no;si;si;si;no;no;no;no;no sabe;no;no;no;no;si;si;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;no;no;castellano;60406;CAJAMARCA;CHOTA;CHOROPAMPA;93;96;328;12326;1984;Minsa;;;;;;;;;CAJAMARCA;CHOTA;CHOROPAMPA;2023;2;5;2;9;9;4;2;1;2;3;4;21
CAJAMARCA;CUTERVO;SANTA CRUZ;SANTA CRUZ;;606110001;-78.85264015;-6.095016538;1708.2;303;147;si;si;;;;;0;;0.2;0.51;si;si;si;si;no;si;si;si;no;no;no;no;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;no;no;no;si;si;no;si;no;castellano;60611;CAJAMARCA;CUTERVO;SANTA CRUZ;94;94;269;13614;1636;Minsa;;;;;;;;;CAJAMARCA;CUTERVO;SANTA CRUZ;2023;5;5;2;8;7;4;4;2;0;5;8;4
CUSCO;CANAS;LANGUI;LANGUI;;805040001;-71.27280927;-14.43227599;3967.4;100;200;si;si;si;;;;0;;0.12;16.09;si;si;no;si;no;si;si;si;si;no;si;si;si;no;no;no;;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;quechua;80504;CUSCO;CANAS;LANGUI;90;91;312;6977;2531;Minsa;;;;;;;;;CUSCO;CANAS;LANGUI;2023;2;2;2;8;5;1;2;2;1;2;2;41
CUSCO;PARURO;PACCARITAMBO;PACCARITAMBO;pueblo;810070001;-71.95661972;-13.75632481;3602.1;352;171;si;si;si;;;;0;;0.03;0.19;si;si;no;si;si;si;si;si;no;no;no;no;si;si;no;si;no;no;no;no;no;no;no;no;no;si;si;si;no;si;no;;no;no;no;si;no;no;no;si;no;no;no;quechua;81007;CUSCO;PARURO;PACCARITAMBO;91;92;405;6718;846;Minsa;;;;;;;;;CUSCO;PARURO;PACCARITAMBO;2023;2;2;1;5;3;0;1;2;1;1;3;2
HUANCAVELICA;ANGARAES;HUANCA-HUANCA;HUANCA HUANCA;;903070001;-74.60991143;-12.91874618;3590.1;400;500;si;si;si;;;;0;;0.12;1.31;si;si;si;no;no;si;si;si;no;no;no;si;si;si;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;;si;no;no;si;si;no;no;si;quechua;90307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;94;92;249;7210;264;Minsa;;;;;;;;;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;2023;1;3;0;8;9;2;0;0;0;5;4;16
HUANCAVELICA;CASTROVIRREYNA;COCAS;COCAS;;904060001;-75.37270216;-13.27573627;3253.2;300;300;si;si;si;;;;0;;0.03;0.1;si;si;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;no;si;;no sabe;no;no;no;no;si;no;no;si;no;no sabe;si;no;no;si;si;no sabe;si;si;castellano;90406;HUANCAVELICA;CASTROVIRREYNA;COCAS;77;92;83;5278;554;Minsa;;;;;;;;;HUANCAVELICA;CASTROVIRREYNA;COCAS;2023;2;2;1;8;9;2;2;2;2;6;6;20
JUNIN;HUANCAYO;CARHUACALLANGA;CARHUACALLANGA;;1201040001;-75.20062586;-12.35492982;3773.5;170;350;si;si;no;;;;0;;0.02;0.72;si;si;si;no;no;si;no;si;no;no;no;si;si;si;si;si;si;si;si;no;no;no;no;no;si;no;no;no;no;no;no;;no;no;no;no;si;si;no;no;no;si;si;castellano;120104;JUNIN;HUANCAYO;CARHUACALLANGA;56;65;154;1084;99;Minsa;;;;;;;;;JUNIN;HUANCAYO;CARHUACALLANGA;2023;5;0;0;3;0;2;2;0;0;2;0;30
JUNIN;HUANCAYO;CHICCHE;CHICCHE;;1201060001;-75.29857972;-12.296144;3605.7;1100;310;si;si;no;;;;0;;0.38;0.16;no;no;si;no;no;si;no;si;no;no;no;si;si;si;si;si;si;no;si;no;no;no;no;no;no;no;no;si;no;;;;;;;;;;;;;;;;120106;JUNIN;HUANCAYO;CHICCHE;88;85;347;5679;412;Minsa;;;;;;;;;JUNIN;HUANCAYO;CHICCHE;2023;4;5;1;8;7;7;2;2;1;5;5;2
JUNIN;CONCEPCION;ANDAMARCA;ANDAMARCA;;1202030001;-74.80175471;-11.72833145;2507.8;120;180;si;si;si;;;;0;;0.19;0.23;no;no;;no;no;si;si;si;no;no;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;120203;JUNIN;CONCEPCION;ANDAMARCA;96;95;657;14757;1274;Minsa;;;;;;;;;JUNIN;CONCEPCION;ANDAMARCA;2023;4;5;2;7;12;4;3;2;4;3;7;2
JUNIN;CONCEPCION;MARISCAL CASTILLA;MUCLLO;;1202090001;-75.089864;-11.61915754;2513.3;70;50;si;si;si;;;;;;0.04;0.27;si;si;si;no;no;si;si;si;no;no;si;si;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;120209;JUNIN;CONCEPCION;MARISCAL CASTILLA;91;92;196;5939;680;Minsa;;;;;;;;;JUNIN;CONCEPCION;MARISCAL CASTILLA;2023;2;4;0;6;10;3;2;0;1;4;5;4
JUNIN;JAUJA;PARCO;PARCO;;1204250001;-75.54277789;-11.80112291;3436.8;300;240;no;si;no;;;;0;;0.09;0.5;si;no;si;no;no;si;si;si;no;no;no;si;si;si;si;si;si;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;120425;JUNIN;JAUJA;PARCO;88;89;157;4583;675;Minsa;;;;;;;;;JUNIN;JAUJA;PARCO;2023;3;3;2;8;5;4;2;2;1;4;4;1
LA LIBERTAD;ASCOPE;CHOCOPE;CHOCOPE;;1302030001;-79.22297656;-7.791356014;117.6;4500;1090;si;si;si;;;;0;;;0.35;;;;;;;;;;;;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;130203;LA LIBERTAD;ASCOPE;CHOCOPE;188;188;3611;85489;5459;EsSalud;;;;;;;;;LA LIBERTAD;ASCOPE;CHOCOPE;2023;5;4;2;9;8;7;4;4;0;5;6;3
LA LIBERTAD;PATAZ;TAURIJA;TAURIJA;;1308120001;-77.42354158;-8.307893173;3122.9;300;250;si;si;si;;;;0;;;0.32;si;si;si;si;no;si;si;si;no;no;si;no;si;si;si;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;si;no;no;;castellano;130812;LA LIBERTAD;PATAZ;TAURIJA;95;94;223;11165;1394;Minsa;;;;;;;;;LA LIBERTAD;PATAZ;TAURIJA;2023;4;6;2;5;2;6;3;2;4;6;3;27
LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;ANGASMARCA;pueblo;1310020001;-78.05587665;-8.132729409;2888.8;1500;500;no;si;no;;;;0;;0.1;0.06;si;si;no;si;si;si;si;si;si;no;si;si;si;si;si;si;no;no;si;no;no;no;no;no;no;si;si;si;no;si;no;;no;no;no;si;no;no;si;si;no;si;si;castellano;131002;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;96;96;674;23220;1975;Minsa;;;;;;;;;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;2023;3;4;1;5;9;5;2;3;4;2;3;13
LA LIBERTAD;VIRU;GUADALUPITO;GUADALUPITO;;1312030001;-78.62473885;-8.951559557;30.1;323;200;si;si;si;;;;0;;0.34;0.02;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;no;no;no;si;no;castellano;131203;LA LIBERTAD;VIRU;GUADALUPITO;96;96;1190;69803;4221;Minsa;;;;;;;;;LA LIBERTAD;VIRU;GUADALUPITO;2023;4;2;2;9;11;4;4;2;4;7;7;1
LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;CHOCHOPE;;1403020001;-79.64757667;-6.157776667;197.8;1000;200;;si;si;;;;0;;0.64;4.06;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;si;no;castellano;140302;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;95;95;189;5747;404;Minsa;;;;;;;;;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;2023;4;4;2;4;3;5;2;3;3;4;4;1
